"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"91","SIA/HR/NCP/25660/2018","SEIAA/HR/18/ 409 dated 23.04.2018. Please submit t","Shopping/ Commercial Building on 32.36 acres Site (Mall of India) in Block-V, DLF City Phase-III, Sector-25A, Gurgaon","DLF CITY CENTRE LIMITED","TOR Granted - Processed offline","TOR",NA
"92","SIA/HR/IND2/18676/2017","SEIAA/HR/17/321 dated 10.03.2017","Modernization with process integration of existing herbal extracts and their purified derivatives for manufacturing of herbal extracts and active pharmaceuticals ingredients","ALCHEM INTERNATIONAL PVT LTD","TOR Granted","TOR",NA
"93","SIA/HR/NCP/18802/2017","SEIAA/HR/17/338 dated 20.07.2017","EXPANSION OF IT Park M/s Baakir Real Estates Pvt. Ltd.","EXPANSION OF IT PARK PROJECT","TOR Granted - Processed offline","TOR",NA
"94","SIA/HR/IND2/22232/2018","SEIAA/HR/18/395 dated 13.03.2018. Please submit th","Environmental Clearance for proposed new POL Depot at Village- Datta, Tehsil: Hansi, Dist-Hisar, Haryana along with receipt pipelines from IPS Barwala by Hindustan Petroleum Corporation Limited.","HPCL DATTA VILLAGE HISAR","TOR Granted - Processed offline","TOR",NA
"95","SIA/HR/IND2/18828/2017","SEIAA/HR/17/322 dated 27.03.2017. please submit ha","Kaiser Life","KAISER LIFE","TOR Granted - Processed offline","TOR",NA
"96","SIA/HR/NCP/16670/2016","SEIAA/HR/16/284
Dated 10.08.2016","Expansion of Institutional Campus and Residential Township","GLOBAL CENTRE FOR NUCLEAR ENERGY PARTNERSHIP","TOR Granted - Processed offline","TOR",NA
"97","SIA/HR/MIN/1873/2015","SEIAA/HR/MIN/15/124 dated 04.11.2015","Mining of Stone Along with Associated Minor Minerals at Bakhrija Plot-2, Tehsil-Narnaul, Distt.-Mahendergarh, Haryana by M/s Tirupati Viniyoge Pvt. Ltd. The project activity falls in category ’B1’ as there are other mining leases exist within 500 m radius of this mining lease and total area is exceeding 25 Ha. as per EIA Notification dated 14.09.2006 and OM of MoEF&CC dated 24.12.2013.","MS TIRUPATI VINIYOGE PVT LTD","TOR Granted","TOR",NA
"98","SIA/HR/MIN/1874/2015","To be assigned","Mining of “Boulder, Gravel and Sand” (Minor Mineral) at Jaidhar Block/YNR B-34 by M/s. Saharanpur Mines Management Services Pvt. Ltd. Category ‘B1’ due to mining area is more than 25 ha. And less than 50 ha as per EIA Notification dated 14.09.2006 and amended on 24.12.2013.","SAHARANPUR MINES MANAGEMENT SERVICES PVT LTD","Delisted","TOR",NA
"99","SIA/HR/NCP/3210/2015","To be assigned","Residential Colony Project in Sector 75-77 & 80 - 89, Faridabad, Haryana  by Countrywide Promoters Private Ltd.","COUNTRYWIDE PROMOTERS PVT LTD","Under examination of SEIAA","TOR",NA
"100","SIA/HR/MIS/3704/2015","SEIAA/HR/15/227 dated 06.11.2015. You are advised","Proposed Common Bio-Medical Waste Treatment Facility at Bhatgaon Maliyan, Tehsil & District-Sonipat, Haryana by M/s Shakti Waste Management Company","MS SHAKTI WASTE MANAGEMENT COMPANY","TOR Granted - Processed offline","TOR",NA
"101","SIA/HR/IND2/20392/2017","SEIAA/HR/17/ 348 dated 22.09.2017","Proposed POL Depot at Village- Bir Hisar, Dist-Hisar, Haryana","Bharat Petroleum Corporation Ltd.","TOR Granted - Processed offline","TOR",NA
"102","SIA/HR/NCP/20162/2017","SEIAA/HR/17/344 dated 01.09.2017. Please submit th","APPLICATION FOR TERMS OF REFERENCE FOR GROUP HOUSING","GODREJ REAL VIEW DEVELOPERS PVT. LTD.","TOR Granted - Processed offline","TOR",NA
"103","SIA/HR/MIN/29868/2018","SEIAA/HR/19/06

Hard copy to be submitted","Dadam Stone Mining Project","MS GOVERDHAN MINES AND MINERALS","TOR Granted - Processed offline","TOR",NA
"104","SIA/HR/MIS/61220/2021","SEIAA/HR/2021/375 hard copy to be submitted","Expansion cum Modification of Group Housing Project at Village- Palra, Sector- 70A, Gurgaon M/s Haamid Real Estate Pvt. Ltd.","M/S HAAMID REAL ESTATE PVT. LTD.","TOR GRANTED","TOR",NA
"105","SIA/HR/MIS/71873/2022","SEIAA/HR/2022/162","Common Effluent Treatment Plant, Bhiwani proposed by Haryana Shaheri Vikas Pariyojna (HSVP)","HARYANA SHAHERI VIKAS PARIYOJNA (HSVP)","TOR Granted","TOR",NA
"106","SIA/HR/MIS/30956/2019","SEIAA/HR/19/32

HArd copy to be submitted","Integrated Municipal Solid Waste Processing Facility","MUNICIPAL COMMITTEE FARRUKHNAGAR","TOR Granted - Processed offline","TOR",NA
"107","SIA/HR/NCP/17549/2016","File no. SEIAA/HR/16/300 dated 24.10.2016. Hard co","Expansion  of IT/ITES (SEZ) Project","G P REALTORS PRIVATE LIMITED","TOR Granted - Processed offline","TOR",NA
"108","SIA/HR/IND3/63315/2021","To be assigned","Environment Clearance for Capacity Expansion of Formaldehyde Manufacturing Unit in Existing Facility from 80 TPD to 250 TPD at Plot No.211, HSIIDC Industrial Estate, Manakpur, Jagadhri, Distt. Yamuna Nagar (H.R) by M/s Sanwaria Polymer Industries Pvt. Ltd.","M/S SANWARIA POLYMERS INDUSTRIES PVT. LTD.","Delisted","TOR",NA
"109","SIA/HR/MIS/63353/2021","SEIAA/HR/2021/408 Hard copy is required to be subm","Remediation and Reclamation of Existing Dumpsite and construction, operation and maintenance of Sanitary Landfill at Meghpur village, Palwal, Haryana","MUNICIPAL COUNCIL PALWAL HARYANA","WithdrawTOR","TOR",NA
"110","SIA/HR/MIS/58956/2020","SEIAA/HR/2020/349 hard copy to be submitted","Development of Residential Sectors 26 (Part), 27 & 28 (Part), Rohtak","HARYANA SHAHARI VIKAS PRADHIKARAN, ROHTAK","TOR Granted","TOR",NA
"111","SIA/HR/NCP/22526/2018","SEIAA/HR/VIO/18/16 dated 19.04.2018. Please submit","Expansion of Warehouse for Storage of Non Agriculture Produce (Logistic)","GOKALDAS WAREHOUSING CORPORATION","TOR Granted - Processed offline","TOR",NA
"112","SIA/HR/NCP/28362/2018","SEIAA/HR/18/ 445 dated 23.07.2018.","Proposed Expansion of Commercial Colony on total area measuring 11.1375 Acres in the revenue estate of village Maidawas, Sector-67, Gurugram, Haryana for Part Area of 2.9125 Acres (Pocket-2)","MARTIAL BUILDCON PVT LTD","TOR Granted - Processed offline","TOR",NA
"113","SIA/HR/NCP/31799/2019","SEIAA/HR/19/52

Hard copy to be submitted","Expansion of “Industrial Warehousing/Storage/Logistics Project","INDOSPACE INDUSTRIAL PARK NEEMRANA PVT LTD","TOR Granted","TOR",NA
"114","SIA/HR/MIN/62661/2021","SEIAA/HR/MIN/21/15 hard copy to be submitted","Capacity expansion of Asawari Masonry stone Mine for Mining of “Stone along with associated minor minerals for total production enhancement from 12,67,448 Tons  to 18,00,000  Tons ROM per annum .at Khasra No 143, over area of 7.6 ha Located at Village Asawari, Tehsil & District- Charkhi Dadri, Haryana proposed by M/s Data Ram.","M/S DATA RAM","TOR GRANTED","TOR",NA
"115","SIA/HR/MIS/19800/2017","SEIAA/HR/17/339 dated 20.07.2017","Common Effluent Treatment Plant, Kutana proposed by HSIIDC having capacity 03 MLD.  At Industrial Estate Kutana, Rohtak, Haryana","HSIIDC CETP KUTANA","TOR Granted - Processed offline","TOR",NA
"116","SIA/HR/IND2/22193/2018","To be assigned","Environmental Clearance for proposed new POL Depot at Village- Datta, Tehsil: Hansi, Dist-Hisar, Haryana along with receipt pipelines from IPS Barwala by Bharat Petroleum Corporation Limited.","HPCL HISAR","TOR Granted - Processed offline","TOR",NA
"117","SIA/HR/NCP/58267/2020","SEIAA/HR/2020/342 hard copy to be submitted","Development of India International Horticulture Market","HARYANA INTERNATIONAL HORTICULTURE MARKETING CORPORATION LIMITED","TOR Granted","TOR",NA
"118","SIA/HR/NCP/20297/2017","SEIAA/HR/17/ 346
dated 12.09.2017","Commercial Project 'Corporate Tower III'","M/S AMBIENCE DEVELOPERS & INFRASTRUCTURES PVT. LTD.","TOR Granted - Processed offline","TOR",NA
"119","SIA/HR/NCP/16665/2016","File No- SEIAA/HR/16/296
Dated-29/09/2016
You ar","Construction of Proposed Integrated Residential Colony “Sushant City” At Sector 35-36, Karnal, Haryana","ANSAL PROPERTIES AND INFRASTRUCTURE LTD","TOR Granted - Processed offline","TOR",NA
"120","SIA/HR/MIN/68078/2021","SEIAA/HR/MIN/21/24","Mining of sand minor mineral from the riverbed Yamuna river with 18,00,000 MT production capacity over an area of 53.76 hectare located at Village- Mahawatpur, District- Faridabad, and State- Haryana proposed by M/s Unicore Recycling  Pvt. ltd.","M/S UNICORE RECYCLING  PVT. LTD.","TOR Granted","TOR",NA
"121","SIA/HR/MIN/68081/2021","SEIAA/HR/MIN/21/23","Mining of sand minor mineral from the riverbed of Yamuna river with 24,00,000 MT production capacity over an area of 66.32 Hectare located at Village- Makhanpur unit, Tehsil- & District- Faridabad, and State- Haryana proposed by   M/s Dev & Div Solutions Pvt. Ltd.","M/S DEV & DIV SOLUTIONS PVT. LTD.","TOR Granted","TOR",NA
"122","SIA/HR/MIS/64361/2021","file No. SEIAA/HR/2021/434 has been assigned. Hard","Revision of Plotted Development Project","M/S COUNTRYWIDE PROMOTERS PVT LTD","TOR Granted","TOR",NA
"123","SIA/HR/NCP/22654/2018","SEIAA already given file no. i.e. SEIAA/HR/18/343","Proposed Textile Park (For manufacturing activity) By Aalishan Eco Textile Park Pvt Ltd","AALISHAN ECO TEXTILE PARK PVT LTD","Delisted","TOR",NA
"124","SIA/HR/IND/33729/2019","SEIAA/HR/19/129

Hard copy to be submitted","Proposed Clinker Grinding Unit with Cement Production Capacity of 5.0 MTPA (Phase-I: 2.5 MTPA & Phase-II: 2.5 MTPA) and D.G. Set (6.5 MW) at Village: Jhanswa, Tehsil: Matanhail, District: Jhajjar (Haryana) by M/s. Wonder Cement Ltd.","WONDER CEMENT LIMITED","TOR Granted","TOR",NA
"125","SIA/HR/IND2/28228/2018","SEIAA/HR/18/ 442 dated 19.07.2018","EC FOR INCREASING STORAGE CAPACITY OF ETHANOL BY 6000 KL","INDIAN OIL CORPORATION LTD. (M.D.)","TOR Granted - Processed offline","TOR",NA
"126","SIA/HR/NCP/28122/2018","SEIAA/HR/18/ 433 dated 10.07.2018","Environmental clearance for Proposed Mixed Land Use project on the land admeasuring 8.62 Acres situated in the revenue estate of Village Fazilpur Jharsa, Sector-71 (In TOD Zone), Gurugram, Haryana","ROSHNI BUILDERS PRIVATE LIMITED","TOR Granted - Processed offline","TOR",NA
"127","SIA/HR/MIS/60766/2021","SEIAA/HR/2021/368 hard copy to be submitted","Residential Project “Ashiana Andaaz”","M/S ASHIANA HOUSING LTD.","TOR Granted","TOR",NA
"128","SIA/HR/NCP/22130/2018","SEIAA/HR/18/394 dated 21.02.2018. Please submit th","Expansion of Group Housing Colony Project","TDI REALCON PRIVATE LIMITED","TOR Granted - Processed offline","TOR",NA
"129","SIA/HR/NCP/16949/2016","SEIAA/HR/16/285
Dated 10.08.2016","Cyber Park Colony","BASIC DEVELEOPRS PVT LTD","TOR Granted","TOR",NA
"130","SIA/HR/MIN/4941/2015","SEIAA/HR/MIN/15/137 dated 04.01.2016","Mining of “Boulder, Gravel and Sand” (Minor Mineral) at Jaidhari Block/ YNR B-33 by P.S. Buildtech, Yamuna Nagar. The Project falls in category ‘B1’ due to this Mining Lease area is more than 25.00 ha. and less than 50 ha.","P S BUILDTECH","TOR Granted - Processed offline","TOR",NA
"131","SIA/HR/MIN/63461/2021","File No. SEIAA/HR/2021/424 has been granted.","Capacity expansion Mining of Stone along with associated minor minerals mine for total production enhancement from 5.6 MTPA to 9 MTPA at Khasra No 216, over area of 29.50 ha Located at a Kalyana 2 Village Kalyana , Tehsil & District- Charkhi Dadri, Haryana proposed by M/ s SBIPL Projects Limited","M/S SBIPL PROJECTS LIMITED.","TOR GRANTED","TOR",NA
"132","SIA/HR/MIS/27680/2018","SEIAA/HR/18/ 437 dated 18.07.2018.","Proposed Common Effluent Treatment Plant of 6MLD capacity (in two phase 3 MLD each) based on extend aeration technology at village Manakpur, Tehsil Jagadhri, Jamuna Nagar, Haryana promoted by HSIIDC","HSIIDC MANAKPUR","TOR Granted - Processed offline","TOR",NA
"133","SIA/HR/IND3/59033/2020","To be assigned","Existing unit for Manufacturing of Formaldehyde 120 M.T per day at Plot No. M- 28 & E- 57, Industrial area Yamunanagar, Haryana by M/s Globe Panel Industries India Pvt. Ltd. Unit-III","M/S GLOBE PANEL INDUSTRIES INDIA PVT. LTD. UNIT-III","Delisted","TOR",NA
"134","SIA/HR/MIS/7877/2016","file no. SEIAA/HR/16/255 dated 02.02.2016. Please","Divya Waste Management Company","DIVYA WASTE MANAGEMENT COMPANY","TOR Granted - Processed offline","TOR",NA
"135","SIA/HR/MIS/7261/2016","SEIAA/HR/16/253 dated 12.01.2016. Please submit ha","COMMON BIO-MEDICAL WASTE TREATMENT FACILITY","MS HARYANA WASTE MANAGEMENT COMPANY","TOR Granted - Processed offline","TOR",NA
"136","SIA/HR/NCP/36508/2019","SEIAA/HR/19/154","Modification Cum Revision of Group Housing     Colony at Village- Harsaru,    Sector- 88B, Gurgaon","M/S VATIKA LIMITED","TOR Granted","TOR",NA
"137","SIA/HR/MIS/36648/2019","To be assigned","Integrated Municipal Solid Waste Processing Facility at Village- Chand Nagar, Tehsil- Farrukhnagar, District- Gurgaon, Haryana","MUNICIPAL COMMITTEE FARRUKHNAGAR","Delisted","TOR",NA
"138","SIA/HR/NCP/43796/2019","SEIAA/HR/19/212 hard copy to be submitted","Expansion of Plotted Colony “DLF Garden City” (180.3115 Acres)","DLF UTILITIESLIMITED","TOR Granted - Processed offline","TOR",NA
"139","SIA/HR/IND2/38292/2019","SEIAA/HR/19/176 hard copy has to be submitted","Proposed manufacturing of Active pharmaceutical ingredient (API) and Biomolecules in existing unit of Herbal Extraction (Ayurvedic Medicine) at Plot-03, Sector-18, phase-3, Industrial Estate Barhi, District - Sonipat, Tehsil – Ganaur, State – Haryana","CENNET BIOPHARMA PVT LTD","TOR Granted - Processed offline","TOR",NA
"140","SIA/HR/MIS/67142/2021","To be assigned","Affordable Group Housing Project at village- Wazirpur Sector-92 & 95, Gurugram, Haryana by M/s N.A Buildwell Pvt. Ltd. C/o M/s Raheja Developers Pvt. Ltd. And M/s Saan Procon Pvt. Ltd","M/S N.A BUILDWELL PVT. LTD. C/O M/S RAHEJA DEVELOPERS PVT. LTD. AND M/S SAAN PROCON PVT. LTD","WithdrawTOR","TOR",NA
"141","SIA/HR/MIS/69540/2021","SEIAA/HR/2021/482","Revision and Expansion of Warehouse and Industrial Shed Project on a land measuring 3,27,026.47 m2 (32.70 Ha) at Village-Durina, Tehsil & District-Jhajjar, Haryana by M/s Aaravalli Logistics Park Pvt. Ltd.","M/S AARAVALLI LOGISTICS PARK PVT. LTD.","TOR GRANTED","TOR",NA
"142","SIA/HR/IND2/56720/2020","SEIAA/HR/2020/328 hard copy to be submitted","Existing Project Manufacturing of Formaldehyde 80M.T per day at Plot No.211, HSIIDC Industrial Estate, Manakpur, Jagadhri, Distt. Yamuna Nagar (H.R) by M/s Sanwaria Polymer Industries Pvt. Ltd.","M/S SANWARIA POLYMERS INDUSTRIES PVT. LTD.","TOR GRANTED","TOR",NA
"143","SIA/HR/IND/73534/2022","SEIAA/HR/2022/128","Setting up of Cement Grinding Unit with Cement Production Capacity of 1.5 MTPA at Village- Chirya, Tehsil: Charkhi Dadri, District- Charkhi Dadri, Haryana by Nuvoco Vistas Corp Ltd","NUVOCO VISTAS CORPORATION LIMITED","TOR Granted","TOR",NA
"144","SIA/HR/NCP/21933/2018","SEIAA/HR/18/393  dated 20.02.2018. Please submit t","Modification and Expansion of Residential Plotted colony","MS FANTABULOUS TOWN PLANNERS PVT LTD","TOR Granted - Processed offline","TOR",NA
"145","SIA/HR/NCP/65896/2021","To be assigned","Group Housing Complex “Parikrama”","SANTUR DEVELOPERS PVT LTD","Delisted","TOR",NA
"146","SIA/HR/NCP/22994/2018","SEIAA/HR/VIO/18/23 dated 23.04.2018. Please submit","Institutional “Office Building” Project Plot No. 6, Sector – 32, Gurgaon, (Haryana) by M/s. Focus Energy Ltd.","FOCUS ENERGY LTD","TOR Granted - Processed offline","TOR",NA
"147","SIA/HR/MIN/32018/2019","SEIAA/HR/MIN/19/02

Hard copy to be submitted","Mining of Quartzite and associated minor mineral Stone at village Ghatal Maniawas Plot 1, Tehsil and District Rewari, Haryana over an area 10.185 Ha for Production Capacity of 8,00,000 (ROM) MTPA by  M/s Satish & Company","MS SATISH AND COMPANY","TOR Granted - Processed offline","TOR",NA
"148","SIA/HR/MIN/32033/2019","SEIAA/HR/MIN/19/03

Hard copy to be submitted","Mining of Quartzite and associated minor mineral Stone at village Ghatal Maniawas Plot 2, Tehsil and District Rewari, Haryana over an area10.277 Ha for Production Capacity (ROM) 8,00,000MTPA by  M/s Satish & Company","MS SATISH AND COMPANY","TOR Granted - Processed offline","TOR",NA
"149","SIA/HR/NCP/32074/2019","To be assigned","Expansion of Affordable Group Housing Colony Project","M/S SAI AAINA FARMS PVT. LTD.","Delisted","TOR",NA
"150","SIA/HR/MIS/72638/2022","SEIAA/HR/2022/122","REVISION AND EXPANSION OF GROUP HOUSING PROJECT","HASTA INFRASTRUCTURE PRIVATE LIMITED","TOR GRANTED","TOR",NA
"151","SIA/HR/MIS/68105/2021","SEIAA/HR/2021/473","Proposed Group Housing Project (25.087 acres), Village Maidawas, Sector-63, Gurugram, Haryana","M/S DLF HOME DEVELOPERS LIMITED","TOR Granted","TOR",NA
"152","SIA/HR/NCP/28118/2018","SEIAA/HR/18/ 434 dated 10.07.2018","Environmental clearance for Expansion of proposed Commercial Colony of area measuring 7.462 Acres in sector-74(TOD Zone), Gurgaon, Haryana","PROMPT ENGINEERING PVT LTD","TOR Granted - Processed offline","TOR",NA
"153","SIA/HR/MIS/31334/2019","","","FAITH BUILDTECH PVT LTD","Under examination for EC","TOR",NA
"154","SIA/HR/MIS/56037/2020","SEIAA/HR/2020/311","proposed expansion of existing CETP from 16 MLD to 26 MLD based on SBR technology","HSIIDC LTD","TOR GRANTED","TOR",NA
"155","SIA/HR/MIN/62497/2021","SEIAA/HR/MIN/21/16","Capacity expansion Mining of Stone along with associated minor minerals mine for total production enhancement from 5.6 MTPA to 7MTPA at Khasra No 216, over area of 29.50 ha Located at a Kalyana 2 Village Kalyana , Tehsil & District- Charkhi Dadri, Haryana proposed by M/ s SBIPL Projects Limited","M/S SBIPL PROJECTS LIMITED.","WithdrawTOR","TOR",NA
"156","SIA/HR/MIS/62518/2021","SEIAA/HR/2021/400","Warehouse and Industrial Shed Project on a land measuring 5,46,973.11 m2 (54.70 Ha) at Village-Rathiwas, Bhudka & Bhodakalan, Gurugram, Haryana. by M/s Crystal City  Developers Pvt. Ltd.","M/S CRYSTAL CITY  DEVELOPERS PVT. LTD.","TOR Granted","TOR",NA
"157","SIA/HR/NCP/37064/2019","SEIAA/HR/19/159 hard copy to be submitted","Revision and Expansion of Affordable Group Housing Colony "" Happy Homes Exclusive""","ADORE REALTECH PVT LTD","TOR Granted - Processed offline","TOR",NA
"158","SIA/HR/MIS/68295/2021","SEIAA/HR/2021/472","Proposed 10 MLD CETP based on Extended Aeration System","HARYANA STATE INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED (HSIIDC),","TOR Granted","TOR",NA
"159","SIA/HR/IND/70176/2021","SEIAA/HR/2021/500","Setting up of Clinker Grinding Unit with Cement Production Capacity of 1.5 MTPA at Village- Chirya, Tehsil: Charkhi Dadri, District- Charkhi Dadri, Haryana by Nuvoco Vistas Corp Ltd","NUVOCO VISTAS CORPORATION LIMITED","Rejection Letter Granted","TOR",NA
"160","SIA/HR/MIS/70180/2021","SEIAA/HR/2021/497","Revision and Expansion of Industrial Warehousing/ storage/Logistics project","INDOSPACE INDUSTRIAL PARK BADLI PVT.  LTD.","TOR GRANTED","TOR",NA
"161","SIA/HR/MIN/4569/2015","File no. SEIAA/HR/MIN/16/138 dated 02.02.2016. Ple","BAKHRIJA STONE MINE","EVERRISE ADVISORY SERVICES PVT LTD","TOR Granted - Processed offline","TOR",NA
"162","SIA/HR/NCP/1645/2015","To be assigned","Expansion of Group Housing Colony located at Village-Sahbajpur Khalsa, Sector-25, District-Rewari, Haryana, having built-up area more than 1, 50,000 m2, by M/s Jai Buildwell Pvt. Ltd","JAI  BUILDWELL PVT. LTD.","Under examination of SEIAA","TOR",NA
"163","SIA/HR/NCP/31344/2019","SEIAA/HR/19/12

Hard copy to be submitted","Proposed Group Housing complex at Village- Nangli Umarpur, Sector-62 By M/s Emaar MGF Land Ltd","EMAAR MGF","TOR Granted","TOR",NA
"164","SIA/HR/NCP/31345/2019","SEIAA/HR/19/27

Hard copy to be submit","Expansion of proposed Group Housing/Mixed Land Use Project on area measuring 70.26 Acres at Sector-65, Village Maidawas, Gurugram, Haryana","M/S MANGALAM MULTIPLEX PVT. LTD.","TOR Granted","TOR",NA
"165","SIA/HR/NCP/35888/2019","SEIAA/HR/19/146 hard copy to be submitted","Proposed Development of Sector-37","HSIIDC KARNAL","TOR Granted - Processed offline","TOR",NA
"166","SIA/HR/MIS/67624/2021","SEIAA/HR/2021/469","Proposed Logistic Park On 23/5, Milestone, Delhi- Mathura Road, Ballabhgarh, Faridabad, Haryana","APEEJAY GLOBAL INDUSTRIAL AND LOGISTIC PARK","TOR Granted","TOR",NA
"167","SIA/HR/NCP/46202/2019","SEIAA/HR/19/224 hard copy to be submitted","Expansion of Residential Plotted Colony","ST PATRICKS REALTY PRIVATE LIMITED","TOR Granted - Processed offline","TOR",NA
"168","SIA/HR/MIS/75099/2022","SEIAA/HR/2022/193","Integrated Manufacturing Cluster (IMC) at Hisar in Haryana under Amritsar Kolkata Industrial Corridor (AKIC) Project","DEPARTMENT OF CIVIL AVIATION, HARYANA","TOR GRANTED","TOR",NA
"169","SIA/HR/MIS/61593/2021","SEIAA/HR/2021/386 hard copy to be submitted","Approval for Terms of Reference for Proposed Development of Integrated Township in the name of Ardee City (133.40 Acres already developed + 71.458 Acres Proposed) at Sector 52 and Sector 57, Gurugram (Haryana)","M/S  ARDEE INFRASTRUCTURE PVT. LTD.","TOR Granted","TOR",NA
"170","SIA/HR/IND3/70128/2021","SEIAA/HR/2021/501","M/s Mak Leon Organics Private Limited.","MAK LEON ORGANICS PRIVATE LIMITED","TOR GRANTED","TOR",NA
"171","SIA/HR/MIS/73720/2022","SEIAA/HR/2022/129","Proposed Development of Industrial Model Township (Transport Hub), at Village- Baskusla, Bas Haria, Dhana, Kasan, Baslambi, Gurgaon, Haryana by Haryana State Industrial and Infrastructure Development Corporation Ltd","HARYANA STATE INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED","TOR GRANTED","TOR",NA
"172","SIA/HR/IND2/56128/2020","SEIAA/HR/2020/312","Proposed Project for Manufacturing of Formaldehyde 40 MT/day at Village- Bhagwanpur, Kharwan Road, Tehsil Jagadhri, District Yamuna Nagar, Haryana by M/s Chemwood Industries.","M/S CHEMWOOD INDUSTRIES","WithdrawTOR","TOR",NA
"173","SIA/HR/NCP/45106/2019","SEIAA/HR/19/217 hard copy to be submitted","Approval of Terms of reference for Expansion of Proposed Residential Plotted Colony at Sector-89-90, Village Hayatpur & Badha, Tehsil & destrict Gurugram, Haryana","ORRIS INFRASTRUCTURE PVT LTD.","TOR Granted - Processed offline","TOR",NA
